Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2016,1669619466,CHRISTENSEN,AUTUM,84790,Saint George,Washington,UT,Nurse Practitioner,104,72,0.6923,0,0
2015,1548266992,HAUCK,JASON,84770,Saint George,Washington,UT,Optometry,103,0,0,,
2015,1871509091,ALBRECHT,JOHN,84770,Saint George,Washington,UT,Dentist,103,31,0.301,,
2016,1588773204,FERGUSON,JOSEPH,84790,Saint George,Washington,UT,Physician Assistant,103,58,0.5631,0,0
2015,1427129089,JENSEN,RICK,84790,Saint George,Washington,UT,Naturopath,103,0,0,,
2016,1083969455,PETERSON,STEFFANIE,84790,Saint George,Washington,UT,Nurse Practitioner,101,0,0,0,
2015,1336384908,PRINCE,ASHTON,84790,Saint George,Washington,UT,Dentist,101,,,,
2016,1437340858,ALLEN,OWEN,84770,Saint George,Washington,UT,Dentist,100,36,0.36,0,0
2015,1245486307,PETERSON,RYAN,84770,Saint George,Washington,UT,Podiatry,99,23,0.2323,,
2016,1538232863,CHASE,LAWRENCE,84790,Saint George,Washington,UT,Plastic and Reconstructive Surgery,99,39,0.3939,,
2016,1558735472,THOMPSON,LESLIE,84790,Saint George,Washington,UT,Nurse Practitioner,99,37,0.3737,0,0
2016,1700979556,SYPHUS,MERRILL,84770,Saint George,Washington,UT,General Surgery,98,0,0,0,
2015,1851788590,DEHART,HEATH,84770,Saint George,Washington,UT,Physician Assistant,98,27,0.2755,,
2015,1184955734,FOX,BENJAMIN,84790,Saint George,Washington,UT,Neurology,98,31,0.3163,,
2015,1700986635,MYERS,BRAD,84790,Saint George,Washington,UT,General Surgery,98,69,0.7041,,
2016,1053600171,MCMAHON,KRISTINA,84770,Saint George,Washington,UT,Nurse Practitioner,96,75,0.7813,,
2015,1629148465,BANKS,STEVEN,84770,Saint George,Washington,UT,Dentist,96,23,0.2396,,
2015,1114173952,BERNHARDT,BRYAN,84790,Saint George,Washington,UT,Physician Assistant,96,77,0.8021,,
2016,1871509091,ALBRECHT,JOHN,84770,Saint George,Washington,UT,Dentist,93,25,0.2688,0,0
2015,1003816927,OTT,RICHARD,84770,Saint George,Washington,UT,Obstetrics/Gynecology,93,,,,
2015,1063805075,BOWDEN,MORGAN,84790,Saint George,Washington,UT,Nurse Practitioner,93,48,0.5161,,
2015,1902905714,MCMULLIN,KARL,84790,Saint George,Washington,UT,Pediatric Medicine,93,0,0,,
2016,1093715542,EGGERT,JOAN,84770,Saint George,Washington,UT,Obstetrics/Gynecology,92,0,0,0,
2016,1245501501,DEMILLE,ELIZABETH,84770,Saint George,Washington,UT,Physician Assistant,92,0,0,0,
2015,1659505584,YODER,MARK,84790,Saint George,Washington,UT,Physician Assistant,92,54,0.587,,
2016,1336384908,PRINCE,ASHTON,84790,Saint George,Washington,UT,Dentist,91,,,0,
2016,1376688135,NEILSON,CHRIS,84790,Saint George,Washington,UT,Dentist,91,,,0,
2015,1306943915,ROBINSON,THOMAS,84770,Saint George,Washington,UT,Dentist,90,,,,
2016,1437484698,PLUMB,WILLIAM,84770,Saint George,Washington,UT,Dentist,89,12,0.1348,0,0
2015,1700979556,SYPHUS,MERRILL,84770,Saint George,Washington,UT,General Surgery,89,0,0,,
2016,1306943915,ROBINSON,THOMAS,84770,Saint George,Washington,UT,Dentist,88,,,0,
2015,1245501501,DEMILLE,ELIZABETH,84770,Saint George,Washington,UT,Physician Assistant,87,,,,
2016,1972846384,SOUZA,ALBERTO,84790,Saint George,Washington,UT,Nurse Practitioner,86,,,0,
2015,1891907655,ANDRUS,RODNEY,84770,Saint George,Washington,UT,Dentist,85,,,,
2015,1316131790,STOUFFER,MARK,84790,Saint George,Washington,UT,Orthopedic Surgery,85,34,0.4,,
2015,1942225750,MANLEY,MARK,84790,Saint George,Washington,UT,Psychiatry,84,0,0,,
2016,1952314593,HIXSON,LEE,84790,Saint George,Washington,UT,Gastroenterology,83,0,0,0,
2016,1972605616,ADAMS,KATHRYN,84770,Saint George,Washington,UT,Nurse Practitioner,82,0,0,0,
2015,1225467293,GUILLENA,BONIFACIO,84790,Saint George,Washington,UT,Dentist,82,35,0.4268,,
2016,1902893332,BARNETT,DAVID,84790,Saint George,Washington,UT,Emergency Medicine,81,22,0.2716,0,0
2015,1477688232,STEVENS,DAVID,84790,Saint George,Washington,UT,Dentist,81,,,,
2015,1972726800,BRINLEY,DERRY,84770,Saint George,Washington,UT,Psychiatry,80,,,,
2015,1619992807,WINTCH,RICHARD,84770,Saint George,Washington,UT,General Surgery,79,52,0.6582,,
2016,1629148465,BANKS,STEVEN,84770,Saint George,Washington,UT,Dentist,78,17,0.2179,0,0
2015,1588664312,ROGERS,JEFFREY,84770,Saint George,Washington,UT,Obstetrics/Gynecology,77,,,,
2016,1871531343,HAACKE,DAVID,84790,Saint George,Washington,UT,Family Practice,77,11,0.1429,0,0
2015,1437484698,PLUMB,WILLIAM,84770,Saint George,Washington,UT,Dentist,74,18,0.2432,,
2015,1538232863,CHASE,LAWRENCE,84790,Saint George,Washington,UT,Plastic and Reconstructive Surgery,74,34,0.4595,,
2016,1083806004,ENCE,NATHAN,84770,Saint George,Washington,UT,Dentist,73,,,0,
2015,1972605616,ADAMS,KATHRYN,84770,Saint George,Washington,UT,Nurse Practitioner,73,0,0,,
2015,1487667473,GRAFF,WILLIAM,84770,Saint George,Washington,UT,Family Practice,71,0,0,,
2016,1407902950,OLSEN,KELLY,84790,Saint George,Washington,UT,Dentist,71,,,0,
2016,1871798041,SHEPPARD,GLEN,84790,Saint George,Washington,UT,Clinic/Center,71,0,0,0,
2016,1316972086,HYDE,CHRISTIAN,84770,Saint George,Washington,UT,Radiation Oncology,70,,,0,
2015,1073762837,FREI,KYLE,84770,Saint George,Washington,UT,Dentist,70,0,0,,
2016,1861798894,HAROLDSEN,ELISHA,84790,Saint George,Washington,UT,Physician Assistant,70,32,0.4571,,
2015,1053600171,MCMAHON,KRISTINA,84770,Saint George,Washington,UT,Nurse Practitioner,69,57,0.8261,,
2016,1518918713,PETERSON,MARCUS,84770,Saint George,Washington,UT,Plastic and Reconstructive Surgery,67,28,0.4179,0,0
2015,1124177910,MCARTHUR,JOHN,84770,Saint George,Washington,UT,Dentist,67,0,0,,
2016,1508149634,LEEFLANG,JOHAN,84790,Saint George,Washington,UT,Physician Assistant,67,46,0.6866,0,0
2016,1598836272,NISSON,KELVIN,84790,Saint George,Washington,UT,Dentist,67,,,0,
2015,1104013937,JEPPSON,MICHAEL,84790,Saint George,Washington,UT,Dentist,67,15,0.2239,,
2015,1104960863,OTT,JAMES,84790,Saint George,Washington,UT,Dentist,67,,,,
2015,1407902950,OLSEN,KELLY,84790,Saint George,Washington,UT,Dentist,67,,,,
2016,1669814489,BRANNON,DAWN,84770,Saint George,Washington,UT,Nurse Practitioner,66,,,0,
2016,1720343262,ELLIS,SCOTT,84770,Saint George,Washington,UT,Dentist,66,15,0.2273,0,0
2016,1891907655,ANDRUS,RODNEY,84770,Saint George,Washington,UT,Oral Surgery (Dentists only),66,,,0,
2016,1104013937,JEPPSON,MICHAEL,84790,Saint George,Washington,UT,Dentist,66,19,0.2879,0,0
2016,1194740522,HAFEN,KC,84790,Saint George,Washington,UT,Physician Assistant,66,42,0.6364,0,0
2015,1871798041,SHEPPARD,GLEN,84790,Saint George,Washington,UT,Clinic/Center,66,0,0,,
2016,1467597526,COX,DANIEL,84770,Saint George,Washington,UT,Dentist,65,21,0.3231,0,0
2015,1518918713,PETERSON,MARCUS,84770,Saint George,Washington,UT,Plastic and Reconstructive Surgery,65,21,0.3231,,
2016,1891969713,BATE,BERKELEY,84790,Saint George,Washington,UT,Neurosurgery,65,,,0,
2015,1629028741,RHODES,J,84770,Saint George,Washington,UT,Specialist,64,,,,
2015,1063403723,DALY,KATHLEEN,84790,Saint George,Washington,UT,Hospitalist,64,0,0,,
2016,1184955734,FOX,BENJAMIN,84790,Saint George,Washington,UT,Neurosurgery,63,14,0.2222,,
2015,1598836272,NISSON,KELVIN,84790,Saint George,Washington,UT,Dentist,63,,,,
2015,1649614744,RENCHER,TYLER,84770,Saint George,Washington,UT,Internal Medicine,62,0,0,,
2015,1902098429,BLODGETT,DAVID,84770,Saint George,Washington,UT,Preventive Medicine,62,0,0,,
2015,1669814489,BRANNON,DAWN,84770,Saint George,Washington,UT,Nurse Practitioner,61,,,,
2016,1891050282,COX,JAMISON,84790,Saint George,Washington,UT,Dentist,61,,,0,
2016,1902905714,MCMULLIN,KARL,84790,Saint George,Washington,UT,Pediatric Medicine,61,0,0,0,
2015,1265788210,GUBLER,MITCHELL,84790,Saint George,Washington,UT,Dentist,61,,,,
2015,1083806004,ENCE,NATHAN,84770,Saint George,Washington,UT,Dentist,60,,,,
2015,1376688135,NEILSON,CHRIS,84790,Saint George,Washington,UT,Dentist,60,,,,
2015,1912100181,ASHTON,HENRY,84790,Saint George,Washington,UT,Family Practice,60,0,0,,
2016,1073762837,FREI,KYLE,84770,Saint George,Washington,UT,Dentist,59,0,0,0,
2016,1578879441,LARSEN,GREG,84790,Saint George,Washington,UT,Nurse Practitioner,59,0,0,0,
2015,1003817271,BAKER,SUSAN,84770,Saint George,Washington,UT,Dentist,58,11,0.1897,,
2015,1457502213,MACFARLANE,MICHELLE,84770,Saint George,Washington,UT,Physician Assistant,58,0,0,,
2015,1831193879,MAJOR,MICHAEL,84790,Saint George,Washington,UT,Orthopedic Surgery,58,43,0.7414,,
2016,1487687372,DENOS,RICHARD,84770,Saint George,Washington,UT,Dentist,57,,,0,
2015,1437340858,ALLEN,OWEN,84770,Saint George,Washington,UT,Dentist,57,14,0.2456,,
2015,1073627295,CHRISTENSEN,BRETT,84790,Saint George,Washington,UT,Dentist,57,15,0.2632,,
2015,1508149634,LEEFLANG,JOHAN,84790,Saint George,Washington,UT,Physician Assistant,57,43,0.7544,,
2015,1083907059,BROWN,COBY,84770,Saint George,Washington,UT,Obstetrics/Gynecology,56,,,,
2015,1245550946,ENCE,ERIC,84770,Saint George,Washington,UT,Dentist,56,,,,
2015,1467597526,COX,DANIEL,84770,Saint George,Washington,UT,Dentist,56,16,0.2857,,
2016,1174836431,AMES,DEREK,84790,Saint George,Washington,UT,Optometry,56,0,0,0,
2015,1073754271,SCHMIDT,TREVOR,84790,Saint George,Washington,UT,Physician Assistant,56,25,0.4464,,
2016,1295753325,DONALDSON,CRAIG,84770,Saint George,Washington,UT,Radiation Oncology,55,,,0,
2015,1811175730,WAN,CORDIA,84790,Saint George,Washington,UT,Neurology,55,,,,
2016,1457502213,MACFARLANE,MICHELLE,84770,Saint George,Washington,UT,Physician Assistant,54,,,0,
2016,1487667473,GRAFF,WILLIAM,84770,Saint George,Washington,UT,Family Practice,53,0,0,0,
2016,1629028741,RHODES,J,84770,Saint George,Washington,UT,Specialist,53,,,0,
2015,1376755462,KRAMER,DAVID,84770,Saint George,Washington,UT,Neuropsychiatry,53,0,0,,
2015,1174836431,AMES,DEREK,84790,Saint George,Washington,UT,Optometry,53,0,0,,
2015,1225277023,EVANS,DEREK,84790,Saint George,Washington,UT,Dentist,53,,,,
2016,1679938831,ANDERSEN,NISHA,84770,Saint George,Washington,UT,Nurse Practitioner,52,,,0,
2015,1922008846,WINWARD,TRACY,84770,Saint George,Washington,UT,Obstetrics/Gynecology,52,0,0,,
2015,1740605963,HANZA,IVO,84790,Saint George,Washington,UT,Nurse Practitioner,52,43,0.8269,,
2016,1245550946,ENCE,ERIC,84770,Saint George,Washington,UT,Dentist,51,,,0,
2016,1336230911,MORAN,MICHELLE,84770,Saint George,Washington,UT,Psychiatry,50,0,0,0,
2016,1871620641,WAGNER,WOODROW,84770,Saint George,Washington,UT,Dentist,49,13,0.2653,0,0
2015,1720343262,ELLIS,SCOTT,84770,Saint George,Washington,UT,Dentist,49,,,,
2016,1073754271,SCHMIDT,TREVOR,84790,Saint George,Washington,UT,Physician Assistant,49,28,0.5714,,
2016,1255788303,FIELDING,ELIJAH,84770,Saint George,Washington,UT,Physician Assistant,48,,,0,
2015,1003009150,ENCE,IRVIN,84770,Saint George,Washington,UT,Dentist,48,,,,
2015,1558404194,REINHOLDT,RENEE,84770,Saint George,Washington,UT,Optometry,47,0,0,,
2015,1750675468,DORIUS,KEVIN,84770,Saint George,Washington,UT,Dentist,47,13,0.2766,,
2016,1114183886,BLAZZARD,ALLIE,84790,Saint George,Washington,UT,Nurse Practitioner,47,,,0,
2016,1922008846,WINWARD,TRACY,84770,Saint George,Washington,UT,Obstetrics & Gynecology,46,0,0,0,
2015,1891050282,COX,JAMISON,84790,Saint George,Washington,UT,Dentist,46,,,,
2016,1073627295,CHRISTENSEN,BRETT,84790,Saint George,Washington,UT,Dentist,45,11,0.2444,0,0
2016,1740574433,GUBLER,KATRINA,84770,Saint George,Washington,UT,Certified Nurse Midwife,44,0,0,0,
2016,1912144346,STUART,FRANKLIN,84770,Saint George,Washington,UT,Orthopaedic Surgery,44,,,0,
2015,1962806190,GRAFF,STANLEY,84790,Saint George,Washington,UT,Orthopedic Surgery,44,19,0.4318,,
2016,1003079260,HENDRICKSON,IVAN,84790,Saint George,Washington,UT,Dentist,43,13,0.3023,0,0
2015,1861798894,HAROLDSEN,ELISHA,84790,Saint George,Washington,UT,Physician Assistant,43,24,0.5581,,
2016,1912100181,ASHTON,HENRY,84790,Saint George,Washington,UT,Family Practice,42,0,0,0,
2016,1558404194,REINHOLDT,RENEE,84770,Saint George,Washington,UT,Optometry,41,0,0,0,
2015,1578879441,LARSEN,GREG,84790,Saint George,Washington,UT,Nurse Practitioner,41,,,,
2016,1124177910,MCARTHUR,JOHN,84770,Saint George,Washington,UT,Dentist,40,,,0,
2015,1639102635,HAGEN,JEROLD,84790,Saint George,Washington,UT,Internal Medicine,39,0,0,,
2015,1316972086,HYDE,CHRISTIAN,84770,Saint George,Washington,UT,Radiation Oncology,38,,,,
2015,1972611499,HATSIS,GEORGE,84770,Saint George,Washington,UT,Dentist,38,,,,
2016,1104960863,OTT,JAMES,84790,Saint George,Washington,UT,Dentist,38,0,0,0,
2016,1467733220,GRAMS,RAYMOND,84790,Saint George,Washington,UT,Neurology,38,0,0,0,
2016,1508820515,CASCIO,RACHEL,84790,Saint George,Washington,UT,Nurse Practitioner,38,,,0,
2015,1114183886,BLAZZARD,ALLIE,84790,Saint George,Washington,UT,Nurse Practitioner,38,0,0,,
2016,1306293329,HURD,SETH,84770,Saint George,Washington,UT,Nurse Practitioner,37,,,0,
2016,1619992807,WINTCH,RICHARD,84770,Saint George,Washington,UT,General Surgery,37,18,0.4865,0,0
2015,1033431465,PRICE,HEIDE,84770,Saint George,Washington,UT,Nurse Practitioner,37,0,0,,
2016,1114950714,BOWLES,B,84790,Saint George,Washington,UT,Thoracic Surgery,37,,,0,
2016,1942225750,MANLEY,MARK,84790,Saint George,Washington,UT,Psychiatry & Neurology,37,0,0,0,
2016,1003817271,BAKER,SUSAN,84770,Saint George,Washington,UT,Dentist,36,,,0,
2015,1730271305,MORRIS,DAVID,84770,Saint George,Washington,UT,Dentist,36,,,,
2015,1912144346,STUART,FRANKLIN,84770,Saint George,Washington,UT,Orthopaedic Surgery,36,0,0,,
2015,1003079260,HENDRICKSON,IVAN,84790,Saint George,Washington,UT,Dentist,36,,,,
2016,1114973708,CHALMERS,ROBERT,84770,Saint George,Washington,UT,Obstetrics & Gynecology,35,,,0,
2016,1609244045,UTLEY,TYLER,84770,Saint George,Washington,UT,Dentist,35,,,0,
2016,1255674651,TAYSOM,SHEILA,84770,Saint George,Washington,UT,Nurse Practitioner,34,12,0.3529,0,0
2016,1750675468,DORIUS,KEVIN,84770,Saint George,Washington,UT,Dentist,33,,,0,
2015,1316988793,TORMEY,KAREN,84770,Saint George,Washington,UT,General Surgery,33,13,0.3939,,
2015,1871620641,WAGNER,WOODROW,84770,Saint George,Washington,UT,Dentist,33,,,,
2016,1417156506,PATTON,BEKKI,84790,Saint George,Washington,UT,Dentist,33,,,0,
2015,1235391327,WILKERSON,DAVID,84790,Saint George,Washington,UT,Legal Medicine,33,0,0,,
2016,1730125956,BROWN,WAYNE,84770,Saint George,Washington,UT,Psychiatry & Neurology,32,0,0,0,
2016,1942390547,FOUGHT,THERESA,84770,Saint George,Washington,UT,Nurse Practitioner,32,,,0,
2016,1093854150,TAYLOR,SCOTT,84790,Saint George,Washington,UT,Dentist,32,,,0,
2016,1639242035,HOWEY,SUSAN,84770,Saint George,Washington,UT,Obstetrics & Gynecology,31,,,0,
2016,1669757159,CASPERSON,BROCK,84770,Saint George,Washington,UT,Dentist,31,,,0,
2015,1194701367,ERICKSON,VERD,84770,Saint George,Washington,UT,Dentist,31,,,,
2016,1205104353,TOLBERT,PRISCILLA,84770,Saint George,Washington,UT,Nurse Practitioner,30,,,0,
2016,1225146392,BOOTH,CRAIG,84770,Saint George,Washington,UT,Family Practice,30,,,0,
2016,1821101288,DAVIS,NANCY,84770,Saint George,Washington,UT,Nurse Practitioner,30,0,0,0,
2016,1871935643,MCARTHUR,MATTHEW,84770,Saint George,Washington,UT,Dentist,30,,,0,
2015,1518122894,ALBRECHT,JOSHUA,84770,Saint George,Washington,UT,Dentist,30,,,,
2016,1316131790,STOUFFER,MARK,84790,Saint George,Washington,UT,Orthopedic Surgery,30,,,0,
2016,1356384226,GREEN,MICHAEL,84790,Saint George,Washington,UT,Orthopedic Surgery,30,,,0,
2016,1023211141,BOREN,DANE,84770,Saint George,Washington,UT,Dentist,29,,,0,
2015,1669479358,REBER,KEITH,84770,Saint George,Washington,UT,Podiatry,29,,,,
2016,1740605963,HANZA,IVO,84790,Saint George,Washington,UT,Nurse Practitioner,29,18,0.6207,0,0
2016,1225467293,GUILLENA,BONIFACIO,84790,Saint George,Washington,UT,Dentist,28,,,0,
2016,1831193879,MAJOR,MICHAEL,84790,Saint George,Washington,UT,Orthopedic Surgery,28,22,0.7857,,
2015,1477747913,ALLDREDGE,D.,84790,Saint George,Washington,UT,Dentist,28,,,,
2015,1538447461,HATCH,DARREN,84790,Saint George,Washington,UT,Dentist,28,,,,
2015,1902957558,TWISS,THAD,84790,Saint George,Washington,UT,Dentist,28,,,,
2016,1245495860,ENCE,MARK,84770,Saint George,Washington,UT,Dentist,27,,,0,
2016,1548309735,BUCHANAN,JULIE,84770,Saint George,Washington,UT,Dentist,27,,,0,
2016,1346436276,AYTENFISU,ERMIAS,84790,Saint George,Washington,UT,Neurology,27,0,0,0,
2016,1386667202,CARTER,BOYD,84790,Saint George,Washington,UT,Family Practice,27,,,0,
2015,1386832970,COLE,CHAD,84790,Saint George,Washington,UT,Neurosurgery,27,,,,
2015,1922388032,SMITH,DAVID,84790,Saint George,Washington,UT,Pharmacist,27,0,0,,
2016,1902098429,BLODGETT,DAVID,84770,Saint George,Washington,UT,Preventive Medicine,26,0,0,0,
2016,1811175730,WAN,CORDIA,84790,Saint George,Washington,UT,Neurology,26,0,0,0,
2015,1114950714,BOWLES,B,84790,Saint George,Washington,UT,Thoracic Surgery,26,,,,
2015,1316089212,STEWART,RUSSELL,84790,Saint George,Washington,UT,Dentist,26,,,,
2015,1891969713,BATE,BERKELEY,84790,Saint George,Washington,UT,Neurosurgery,26,14,0.5385,,
2016,1730543620,ALDERMAN,KATY,84770,Saint George,Washington,UT,Nurse Practitioner,25,0,0,0,
2016,1477747913,ALLDREDGE,D.,84790,Saint George,Washington,UT,Dentist,25,11,0.44,0,0
2016,1588119622,ANDERSON,KASHAE,84790,Saint George,Washington,UT,Physician Assistant,25,14,0.56,0,0
2016,1750473435,DYER,BRICANEI,84770,Saint George,Washington,UT,Dentist,24,,,0,
2015,1245495860,ENCE,MARK,84770,Saint George,Washington,UT,Dentist,24,,,,
2016,1003089624,CHRISTIAN,BRETT,84790,Saint George,Washington,UT,Diagnostic Radiology,24,,,0,
2016,1235391327,WILKERSON,DAVID,84790,Saint George,Washington,UT,Legal Medicine,24,0,0,0,
2016,1316089212,STEWART,RUSSELL,84790,Saint George,Washington,UT,Dentist,24,14,0.5833,0,0
2016,1518122894,ALBRECHT,JOSHUA,84770,Saint George,Washington,UT,Dentist,23,,,0,
2016,1710129622,WILLIAMS,TYLER,84770,Saint George,Washington,UT,Chiropractic,23,0,0,0,
2015,1114973708,CHALMERS,ROBERT,84770,Saint George,Washington,UT,Obstetrics/Gynecology,23,,,,
2016,1679728133,MANWARING,JOTHAM,84790,Saint George,Washington,UT,Neurosurgery,23,,,0,
2015,1225056575,WOODBURY,KORY,84790,Saint George,Washington,UT,Thoracic Surgery,23,,,,
2015,1548309735,BUCHANAN,JULIE,84770,Saint George,Washington,UT,Dentist,22,,,,
2016,1457607905,LEE,RUSSEL,84790,Saint George,Washington,UT,Nurse Practitioner,22,0,0,0,
2016,1902957558,TWISS,THAD,84790,Saint George,Washington,UT,Dentist,22,,,0,
2015,1003089624,CHRISTIAN,BRETT,84790,Saint George,Washington,UT,Diagnostic Radiology,22,,,,
2016,1972611499,HATSIS,GEORGE,84770,Saint George,Washington,UT,Dentist,21,,,0,
2015,1023214236,HAMMONS,MATTHEW,84770,Saint George,Washington,UT,Dentist,21,,,,
2015,1750473435,DYER,BRICANEI,84770,Saint George,Washington,UT,Dentist,21,,,,
2016,1205883576,NILSON,WENDELL,84790,Saint George,Washington,UT,Physician Assistant,21,0,0,0,
2016,1538447461,HATCH,DARREN,84790,Saint George,Washington,UT,Dentist,21,,,0,
2015,1205242773,GOLDING,BRADY,84790,Saint George,Washington,UT,Nurse Practitioner,21,,,,
2015,1467733220,GRAMS,RAYMOND,84790,Saint George,Washington,UT,Neurology,21,0,0,,
2015,1942679196,POLLOCK,KEVIN,84790,Saint George,Washington,UT,Nurse Practitioner,21,0,0,,
2015,1205224920,ALEXANDER,CALEB,84770,Saint George,Washington,UT,Social Worker,20,0,0,,
2015,1871935643,MCARTHUR,MATTHEW,84770,Saint George,Washington,UT,Dentist,20,,,,
2016,1922388032,SMITH,DAVID,84790,Saint George,Washington,UT,Pharmacist,20,0,0,0,
2015,1780671107,VAN NORMAN,STEVEN,84790,Saint George,Washington,UT,Emergency Medicine,20,0,0,,
2015,1285964072,FREI,DANIEL,84770,Saint George,Washington,UT,Dentist,19,0,0,,
2015,1669757159,CASPERSON,BROCK,84770,Saint George,Washington,UT,Dentist,19,0,0,,
2016,1730271305,MORRIS,DAVID,84770,Saint George,Washington,UT,Dentist,18,,,0,
2015,1932199684,DICKENS-WILLIAMS,KENDREIA,84770,Saint George,Washington,UT,Obstetrics/Gynecology,18,,,,
2015,1093080673,ALBERTS,PRESTON,84790,Saint George,Washington,UT,Pharmacist,18,0,0,,
2016,1285964072,FREI,DANIEL,84770,Saint George,Washington,UT,Dentist,17,,,0,
2015,1154433241,HESS,RICHARD,84770,Saint George,Washington,UT,Ophthalmology,17,0,0,,
2015,1255674651,TAYSOM,SHEILA,84770,Saint George,Washington,UT,Nurse Practitioner,17,0,0,,
2015,1740574433,GUBLER,KATRINA,84770,Saint George,Washington,UT,Certified Nurse Midwife,17,0,0,,
2016,1225056575,WOODBURY,KORY,84790,Saint George,Washington,UT,Thoracic Surgery,16,,,0,
2016,1275693731,GURR,GAYLEN,84790,Saint George,Washington,UT,Anesthesiology,16,,,0,
2016,1639102635,HAGEN,JEROLD,84790,Saint George,Washington,UT,Internal Medicine,16,0,0,0,
2015,1417156506,PATTON,BEKKI,84790,Saint George,Washington,UT,Dentist,16,,,,
2016,1093080673,ALBERTS,PRESTON,84790,Saint George,Washington,UT,Pharmacist,15,0,0,0,
2016,1790044527,JENNINGS,CAMERON,84790,Saint George,Washington,UT,General Surgery,15,,,,
2016,1962784504,RASCH,LESLIE,84790,Saint George,Washington,UT,Nurse Practitioner,15,0,0,0,
2015,1245449214,SARGENT,TROY,84790,Saint George,Washington,UT,Dentist,15,,,,
2016,1023214236,HAMMONS,MATTHEW,84770,Saint George,Washington,UT,Dentist,14,0,0,0,
2016,1366479115,BROOKS,BENJAMIN,84790,Saint George,Washington,UT,Diagnostic Radiology,14,,,0,
2015,1336296185,BONDAD,PATRICK,84790,Saint George,Washington,UT,Dentist,14,,,,
2016,1154433241,HESS,RICHARD,84770,Saint George,Washington,UT,Ophthalmology,13,0,0,0,
2015,1023211141,BOREN,DANE,84770,Saint George,Washington,UT,Dentist,13,,,,
2016,1225198799,CARTER,BRUCE,84790,Saint George,Washington,UT,Anesthesiology,13,,,0,
2016,1336296185,BONDAD,PATRICK,84790,Saint George,Washington,UT,Dentist,13,,,0,
2016,1790772135,SYMOND,MICHAEL,84790,Saint George,Washington,UT,Emergency Medicine,13,0,0,0,
2015,1093854150,TAYLOR,SCOTT,84790,Saint George,Washington,UT,Dentist,13,,,,
2015,1558467084,HOPKIN,JEREMY,84790,Saint George,Washington,UT,Diagnostic Radiology,13,0,0,,
2015,1932289121,MINER,JOHN,84790,Saint George,Washington,UT,Anesthesiology,13,0,0,,
2016,1053630434,SULLIVAN,WESLEY,84770,Saint George,Washington,UT,Internal Medicine,12,0,0,0,
2016,1134270655,VALANTINE,MATTHEW,84770,Saint George,Washington,UT,Dentist,12,,,0,
2016,1588990295,WATSON,MATTHEW,84770,Saint George,Washington,UT,Optometry,12,0,0,0,
2015,1053630434,SULLIVAN,WESLEY,84770,Saint George,Washington,UT,Internal Medicine,12,0,0,,
2015,1457352445,TODD,ALLEN,84770,Saint George,Washington,UT,Dentist,12,0,0,,
2015,1710129622,WILLIAMS,TYLER,84770,Saint George,Washington,UT,Chiropractic,12,,,,
2016,1659462257,WINDER,RANDALL,84790,Saint George,Washington,UT,Optometry,12,0,0,0,
2015,1023037850,ORR,TRACY,84790,Saint George,Washington,UT,Diagnostic Radiology,12,0,0,,
2015,1275693731,GURR,GAYLEN,84790,Saint George,Washington,UT,Anesthesiology,12,0,0,,
2015,1457610255,WOOD,BONNIE,84790,Saint George,Washington,UT,Physician Assistant,12,0,0,,
2016,1457352445,TODD,ALLEN,84770,Saint George,Washington,UT,Dentist,11,0,0,0,
2015,1194870204,MCEWEN,CLEM,84770,Saint George,Washington,UT,Pharmacist,11,0,0,,
2015,1205089679,MCNEILIS,THOMAS,84770,Saint George,Washington,UT,Obstetrics/Gynecology,11,0,0,,
2015,1508962309,HOGAN,LEE,84770,Saint George,Washington,UT,Physician Assistant,11,0,0,,
2015,1629013248,STREBEL,ROBERT,84770,Saint George,Washington,UT,Obstetrics/Gynecology,11,0,0,,
2016,1932396595,BLACK,WILLIAM,84790,Saint George,Washington,UT,Family Practice,11,0,0,0,
2015,1164502381,NELSON,TYLER,84790,Saint George,Washington,UT,Anesthesiology,11,0,0,,
2015,1225058480,COBB,WILLIAM,84790,Saint George,Washington,UT,Internal Medicine,11,0,0,,
2015,1326093998,DAVIS,JOHN,84790,Saint George,Washington,UT,Diagnostic Radiology,11,0,0,,
2015,1528086865,SMITH,KERRI,84790,Saint George,Washington,UT,Pediatric Medicine,11,0,0,,
2015,1558567354,BENNION,KENT,84790,Saint George,Washington,UT,Optometry,11,0,0,,
2016,1053568592,MILLER,GARRY,84653,Salem,Utah,UT,Internal Medicine,17493,1156,0.0661,126,0.109
2015,1053568592,MILLER,GARRY,84653,Salem,Utah,UT,Internal Medicine,16606,1211,0.0729,141,0.1164
2015,1194842286,LUNCEFORD,TROY,84653,Salem,Utah,UT,Internal Medicine,12575,591,0.047,74,0.1252
2016,1194842286,LUNCEFORD,TROY,84653,Salem,Utah,UT,Internal Medicine,11375,525,0.0462,57,0.1086
2015,1851732655,GESSEL,CHRISTOPHER,84653,Salem,Utah,UT,Nurse Practitioner,7362,413,0.0561,18,0.0436
